x0000,y0000,x0001,y0001,x0002,y0002
5.846,0.016505, , , , ,
5.8465,0.017492, , , , ,
5.847,0.015847, , , , ,
5.8475,0.017821, , , , ,
5.848,0.01815, , , , ,
5.8485,0.010583, , , , ,
5.849,0.0026885, , , , ,
5.8495,0.00071445, , , , ,
5.85,0.0063075, , , , ,
5.8505,0.0059785, , , , ,
5.851,-0.0055355, , , , ,
5.8515,-0.011458, , , , ,
5.852,0.0043335, , , , ,
5.8525,0.019794, , , , ,
5.853,0.025716, , , , ,
5.8535,0.083944, , , , ,
5.854,0.22145, , , , ,
5.8545,0.35765, , , , ,
5.855,0.42081, , , , ,
5.8555,0.40009, , , , ,
5.856,0.37739, , , , ,
5.8565,0.38002, , , , ,
5.857,0.34646, , , , ,
5.8575,0.23132, , , , ,
5.858,0.075062, , , , ,
5.8585,-0.042052, , , , ,
5.859,-0.10686, , , , ,
5.8595,-0.15752, , , , ,
5.86,-0.23647, , , , ,
5.8605,-0.3549, , , , ,
5.861,-0.42925, , , , ,
5.8615,-0.39734, , , , ,
5.862,-0.32826, , , , ,
5.8625,-0.2776, , , , ,
5.863,-0.23845, , , , ,
5.8635,-0.19996, , , , ,
5.864,-0.16936, , , , ,
5.8645,-0.14206, , , , ,
5.865,-0.1141, , , , ,
5.8655,-0.091069, , , , ,
5.866,-0.074621, , , , ,
5.8665,-0.07495, , , , ,
5.867,-0.10719, , , , ,
5.8675,-0.14403, , , , ,
5.868,-0.16607, , , , ,
5.8685,-0.1641, , , , ,
5.869,-0.12824, , , , ,
5.8695,-0.082516, , , , ,
5.87,-0.056856, , , , ,
5.8705,-0.051922, , , , ,
5.871,-0.048961, , , , ,
5.8715,-0.031196, , , , ,
5.872,-0.0052065, , , , ,
5.8725,0.01815, , , , ,
5.873,0.041836, , , , ,
5.8735,0.058942, , , , ,
5.874,0.060916, , , , ,
5.8745,0.06618, , , , ,
5.875,0.08855, , , , ,
5.8755,0.11191, , , , ,
5.876,0.1198, , , , ,
5.8765,0.10664, , , , ,
5.877,0.090523, , , , ,
5.8775,0.079338, , , , ,
5.878,0.076378, , , , ,
5.8785,0.081641, , , , ,
5.879,0.089866, , , , ,
5.8795,0.082957, , , , ,
5.88,0.063219, , , , ,
5.8805,0.05006, , , , ,
5.881,0.043809, , , , ,
5.8815,0.048415, , , , ,
5.882,0.050389, , , , ,
5.8825,0.044138, , , , ,
5.883,0.036901, , , , ,
5.8835,0.024071, , , , ,
5.884,0.016505, , , , ,
5.8845,0.021768, , , , ,
5.885,0.022756, , , , ,
5.8855,0.016176, , , , ,
5.886,0.011899, , , , ,
5.8865,0.014202, , , , ,
5.887,0.013544, , , , ,
5.8875,0.015189, , , , ,
5.888,0.020123, , , , ,
5.8885,0.022097, , , , ,
5.889,0.019465, , , , ,
5.8895,0.016505, , , , ,
5.89,0.017492, , , , ,
5.8905,0.013215, , , , ,
5.891,0.0086095, , , , ,
5.8915,0.0040045, , , , ,
5.892,-0.0015885, , , , ,
5.8925,-0.0042205, , , , ,
5.893,-0.0032335, , , , ,
5.8935,-0.0022465, , , , ,
5.894,0.0020305, , , , ,
5.8945,0.011241, , , , ,
5.895,0.013215, , , , ,
5.8955,0.0089385, , , , ,
5.896,0.013215, , , , ,
5.8965,0.067166, , , , ,
5.897,0.16388, , , , ,
5.8975,0.22474, , , , ,
5.898,0.23034, , , , ,
5.8985,0.22639, , , , ,
5.899,0.24909, , , , ,
5.8995,0.27968, , , , ,
5.9,0.27343, , , , ,
5.9005,0.18494, , , , ,
5.901,0.065193, , , , ,
5.9015,-0.01409, , , , ,
5.902,-0.040079, , , , ,
5.9025,-0.077581, , , , ,
5.903,-0.15292, , , , ,
5.9035,-0.19733, , , , ,
5.904,-0.18976, , , , ,
5.9045,-0.20917, , , , ,
5.905,-0.26279, , , , ,
5.9055,-0.28549, , , , ,
5.906,-0.27365, , , , ,
5.9065,-0.24832, , , , ,
5.907,-0.22463, , , , ,
5.9075,-0.20292, , , , ,
5.908,-0.172, , , , ,
5.9085,-0.12956, , , , ,
5.909,-0.097978, , , , ,
5.9095,-0.080542, , , , ,
5.91,-0.065409, , , , ,
5.9105,-0.047316, , , , ,
5.911,-0.035473, , , , ,
5.9115,-0.027907, , , , ,
5.912,-0.021327, , , , ,
5.9125,-0.011129, , , , ,
5.913,0.00071445, , , , ,
5.9135,0.01157, , , , ,
5.914,0.022426, , , , ,
5.9145,0.036572, , , , ,
5.915,0.050389, , , , ,
5.9155,0.068482, , , , ,
5.916,0.09151, , , , ,
5.9165,0.11388, , , , ,
5.917,0.13625, , , , ,
5.9175,0.15336, , , , ,
5.918,0.1675, , , , ,
5.9185,0.18231, , , , ,
5.919,0.20336, , , , ,
5.9195,0.23955, , , , ,
5.92,0.25402, , , , ,
5.9205,0.23856, , , , ,
5.921,0.19481, , , , ,
5.9215,0.13132, , , , ,
5.922,0.064535, , , , ,
5.9225,-0.0071805, , , , ,
5.923,-0.06837, , , , ,
5.9235,-0.095017, , , , ,
5.924,-0.10521, , , , ,
5.9245,-0.14338, , , , ,
5.925,-0.2016, , , , ,
5.9255,-0.22759, , , , ,
5.926,-0.21114, , , , ,
5.9265,-0.18746, , , , ,
5.927,-0.18581, , , , ,
5.9275,-0.18713, , , , ,
5.928,-0.16871, , , , ,
5.9285,-0.13778, , , , ,
5.929,-0.10653, , , , ,
5.9295,-0.083832, , , , ,
5.93,-0.072318, , , , ,
5.9305,-0.060804, , , , ,
5.931,-0.046987, , , , ,
5.9315,-0.032183, , , , ,
5.932,-0.024946, , , , ,
5.9325,-0.016393, , , , ,
5.933,-0.0025755, , , , ,
5.9335,0.0086095, , , , ,
5.934,0.015847, , , , ,
5.9345,0.026045, , , , ,
5.935,0.037559, , , , ,
5.9355,0.044467, , , , ,
5.936,0.051047, , , , ,
5.9365,0.0596, , , , ,
5.937,0.060916, , , , ,
5.9375,0.059271, , , , ,
5.938,0.05631, , , , ,
5.9385,0.051047, , , , ,
5.939,0.04677, , , , ,
5.9395,0.050718, , , , ,
5.94,0.056639, , , , ,
5.9405,0.055323, , , , ,
5.941,0.065851, , , , ,
5.9415,0.087234, , , , ,
5.942,0.099735, , , , ,
5.9425,0.10993, , , , ,
5.943,0.12803, , , , ,
5.9435,0.14349, , , , ,
5.944,0.1379, , , , ,
5.9445,0.11191, , , , ,
5.945,0.097761, , , , ,
5.9455,0.092497, , , , ,
5.946,0.065851, , , , ,
5.9465,0.0076225, , , , ,
5.947,-0.060475, , , , ,
5.9475,-0.097649, , , , ,
5.948,-0.11508, , , , ,
5.9485,-0.13285, , , , ,
5.949,-0.14009, , , , ,
5.9495,-0.11969, , , , ,
5.95,-0.093372, , , , ,
5.9505,-0.082516, , , , ,
5.951,-0.072318, , , , ,
5.9515,-0.059159, , , , ,
5.952,-0.054553, , , , ,
5.9525,-0.054553, , , , ,
5.953,-0.045342, , , , ,
5.9535,-0.033828, , , , ,
5.954,-0.028564, , , , ,
5.9545,-0.021327, , , , ,
5.955,-0.0081675, , , , ,
5.9555,0.0020305, , , , ,
5.956,0.0056495, , , , ,
5.9565,0.01157, , , , ,
5.957,0.017163, , , , ,
5.9575,0.017821, , , , ,
5.958,0.017492, , , , ,
5.9585,0.020452, , , , ,
5.959,0.023742, , , , ,
5.9595,0.023413, , , , ,
5.96,0.016505, , , , ,
5.9605,0.0086095, , , , ,
5.961,0.0072935, , , , ,
5.9615,0.034598, , , , ,
5.962,0.12605, , , , ,
5.9625,0.25994, , , , ,
5.963,0.36456, , , , ,
5.9635,0.42575, , , , ,
5.964,0.45535, , , , ,
5.9645,0.48628, , , , ,
5.965,0.53727, , , , ,
5.9655,0.55635, , , , ,
5.966,0.46555, , , , ,
5.9665,0.28626, , , , ,
5.967,0.10928, , , , ,
5.9675,-0.010142, , , , ,
5.968,-0.14601, , , , ,
5.9685,-0.34372, , , , ,
5.969,-0.49241, , , , ,
5.9695,-0.54735, , , , ,
5.97,-0.56249, , , , ,
5.9705,-0.55459, , , , ,
5.971,-0.51511, , , , ,
5.9715,-0.46577, , , , ,
5.972,-0.42037, , , , ,
5.9725,-0.37464, , , , ,
5.973,-0.32859, , , , ,
5.9735,-0.28714, , , , ,
5.974,-0.24996, , , , ,
5.9745,-0.20456, , , , ,
5.975,-0.15259, , , , ,
5.9755,-0.10258, , , , ,
5.976,-0.07166, , , , ,
5.9765,-0.04929, , , , ,
5.977,-0.030538, , , , ,
5.9775,-0.011458, , , , ,
5.978,0.0099255, , , , ,
5.9785,0.032624, , , , ,
5.979,0.049731, , , , ,
5.9795,0.058942, , , , ,
5.98,0.064864, , , , ,
5.9805,0.068811, , , , ,
5.981,0.071114, , , , ,
5.9815,0.071772, , , , ,
5.982,0.078023, , , , ,
5.9825,0.093155, , , , ,
5.983,0.11947, , , , ,
5.9835,0.15961, , , , ,
5.984,0.18922, , , , ,
5.9845,0.2027, , , , ,
5.985,0.20205, , , , ,
5.9855,0.19744, , , , ,
5.986,0.18593, , , , ,
5.9865,0.1448, , , , ,
5.987,0.099406, , , , ,
5.9875,0.096774, , , , ,
5.988,0.14086, , , , ,
5.9885,0.16586, , , , ,
5.989,0.13954, , , , ,
5.9895,0.10599, , , , ,
5.99,0.096116, , , , ,
5.9905,0.079667, , , , ,
5.991,0.031966, , , , ,
5.9915,-0.030538, , , , ,
5.992,-0.098636, , , , ,
5.9925,-0.1641, , , , ,
5.993,-0.19469, , , , ,
5.9935,-0.18088, , , , ,
5.994,-0.17594, , , , ,
5.9945,-0.18943, , , , ,
5.995,-0.17759, , , , ,
5.9955,-0.13318, , , , ,
5.996,-0.093701, , , , ,
5.9965,-0.072318, , , , ,
5.997,-0.054224, , , , ,
5.9975,-0.03646, , , , ,
5.998,-0.016064, , , , ,
5.9985,0.0023595, , , , ,
5.999,0.012886, , , , ,
5.9995,0.014202, , , , ,
6,0.013544, , , , ,
6.0005,0.016834, , , , ,
6.001,0.020123, , , , ,
6.0015,0.023742, , , , ,
6.002,0.025387, , , , ,
6.0025,0.023413, , , , ,
6.003,0.025058, , , , ,
6.0035,0.030322, , , , ,
6.004,0.036243, , , , ,
6.0045,0.042822, , , , ,
6.005,0.054994, , , , ,
6.0055,0.070456, , , , ,
6.006,0.073417, , , , ,
6.0065,0.060587, , , , ,
6.007,0.048744, , , , ,
6.0075,0.052692, , , , ,
6.008,0.08855, , , , ,
6.0085,0.1175, , , , ,
6.009,0.10664, , , , ,
6.0095,0.08526, , , , ,
6.01,0.082299, , , , ,
6.0105,0.080654, , , , ,
6.011,0.0596, , , , ,
6.0115,0.02111, , , , ,
6.012,-0.024617, , , , ,
6.0125,-0.051593, , , , ,
6.013,-0.041394, , , , ,
6.0135,-0.024946, , , , ,
6.014,-0.03975, , , , ,
6.0145,-0.072647, , , , ,
6.015,-0.08449, , , , ,
6.0155,-0.077252, , , , ,
6.016,-0.072647, , , , ,
6.0165,-0.072976, , , , ,
6.017,-0.064751, , , , ,
6.0175,-0.047974, , , , ,
6.018,-0.030538, , , , ,
6.0185,-0.020998, , , , ,
6.019,-0.021656, , , , ,
6.0195,-0.024288, , , , ,
6.02,-0.020998, , , , ,
6.0205,-0.0094835, , , , ,
6.021,0.0079515, , , , ,
6.0215,0.02111, , , , ,
6.022,0.026703, , , , ,
6.0225,0.022756, , , , ,
6.023,0.020123, , , , ,
6.0235,0.023413, , , , ,
6.024,0.019794, , , , ,
6.0245,0.012886, , , , ,
6.025,0.0076225, , , , ,
6.0255,0.0069655, , , , ,
6.026,0.0063075, , , , ,
6.0265,0.0010435, , , , ,
6.027,-0.00093055, , , , ,
6.0275,0.0026885, , , , ,
6.028,0.0066365, , , , ,
6.0285,0.0082805, , , , ,
6.029,0.016505, , , , ,
6.0295,0.027361, , , , ,
6.03,0.036572, , , , ,
6.0305,0.037888, , , , ,
6.031,0.029993, , , , ,
6.0315,0.029993, , , , ,
6.032,0.04052, , , , ,
6.0325,0.047757, , , , ,
6.033,0.051376, , , , ,
6.0335,0.073746, , , , ,
6.034,0.11388, , , , ,
6.0345,0.1379, , , , ,
6.035,0.13888, , , , ,
6.0355,0.12243, , , , ,
6.036,0.093155, , , , ,
6.0365,0.060916, , , , ,
6.037,0.030651, , , , ,
6.0375,-0.0032335, , , , ,
6.038,-0.023959, , , , ,
6.0385,-0.032512, , , , ,
6.039,-0.047974, , , , ,
6.0395,-0.07791, , , , ,
6.04,-0.10028, , , , ,
6.0405,-0.12331, , , , ,
6.041,-0.14403, , , , ,
6.0415,-0.13811, , , , ,
6.042,-0.13186, , , , ,
6.0425,-0.13384, , , , ,
6.043,-0.12726, , , , ,
6.0435,-0.11475, , , , ,
6.044,-0.11311, , , , ,
6.0445,-0.10916, , , , ,
6.045,-0.091398, , , , ,
6.0455,-0.068699, , , , ,
6.046,-0.047645, , , , ,
6.0465,-0.03646, , , , ,
6.047,-0.032841, , , , ,
6.0475,-0.027907, , , , ,
6.048,-0.018037, , , , ,
6.0485,-0.012445, , , , ,
6.049,-0.0098125, , , , ,
6.0495,-0.0042205, , , , ,
6.05,0.0046625, , , , ,
6.0505,0.016834, , , , ,
6.051,0.032953, , , , ,
6.0515,0.041507, , , , ,
6.052,0.046112, , , , ,
6.0525,0.049731, , , , ,
6.053,0.06618, , , , ,
6.0535,0.094142, , , , ,
6.054,0.11026, , , , ,
6.0545,0.098748, , , , ,
6.055,0.079009, , , , ,
6.0555,0.083615, , , , ,
6.056,0.11257, , , , ,
6.0565,0.12013, , , , ,
6.057,0.10631, , , , ,
6.0575,0.091839, , , , ,
6.058,0.089208, , , , ,
6.0585,0.07868, , , , ,
6.059,0.061903, , , , ,
6.0595,0.054337, , , , ,
6.06,0.045125, , , , ,
6.0605,0.029335, , , , ,
6.061,0.0026885, , , , ,
6.0615,-0.033499, , , , ,
6.062,-0.07791, , , , ,
6.0625,-0.12101, , , , ,
6.063,-0.14338, , , , ,
6.0635,-0.13186, , , , ,
6.064,-0.11179, , , , ,
6.0645,-0.098965, , , , ,
6.065,-0.087779, , , , ,
6.0655,-0.060804, , , , ,
6.066,-0.029222, , , , ,
6.0665,-0.012774, , , , ,
6.067,-0.0061935, , , , ,
6.0675,0.0023595, , , , ,
6.068,0.010583, , , , ,
6.0685,0.029664, , , , ,
6.069,0.076707, , , , ,
6.0695,0.1254, , , , ,
6.07,0.16158, , , , ,
6.0705,0.19448, , , , ,
6.071,0.22113, , , , ,
6.0715,0.21981, , , , ,
6.072,0.18297, , , , ,
6.0725,0.14349, , , , ,
6.073,0.10664, , , , ,
6.0735,0.042822, , , , ,
6.074,-0.022972, , , , ,
6.0745,-0.063765, , , , ,
6.075,-0.093372, , , , ,
6.0755,-0.12364, , , , ,
6.076,-0.16739, , , , ,
6.0765,-0.22496, , , , ,
6.077,-0.25062, , , , ,
6.0775,-0.2345, , , , ,
6.078,-0.21641, , , , ,
6.0785,-0.21904, , , , ,
6.079,-0.222, , , , ,
6.0795,-0.20917, , , , ,
6.08,-0.17693, , , , ,
6.0805,-0.13384, , , , ,
6.081,-0.088766, , , , ,
6.0815,-0.059488, , , , ,
6.082,-0.041723, , , , ,
6.0825,-0.024288, , , , ,
6.083,-0.017379, , , , ,
6.0835,-0.024946, , , , ,
6.084,-0.030538, , , , ,
6.0845,-0.024946, , , , ,
6.085,-0.017379, , , , ,
6.0855,-0.01409, , , , ,
6.086,-0.0065225, , , , ,
6.0865,0.0063075, , , , ,
6.087,0.017821, , , , ,
6.0875,0.024071, , , , ,
6.088,0.036572, , , , ,
6.0885,0.054994, , , , ,
6.089,0.073088, , , , ,
6.0895,0.083286, , , , ,
6.09,0.086247, , , , ,
6.0905,0.095787, , , , ,
6.091,0.11585, , , , ,
6.0915,0.13296, , , , ,
6.092,0.14316, , , , ,
6.0925,0.155, , , , ,
6.093,0.15237, , , , ,
6.0935,0.13296, , , , ,
6.094,0.12079, , , , ,
6.0945,0.11322, , , , ,
6.095,0.10763, , , , ,
6.0955,0.098748, , , , ,
6.096,0.091181, , , , ,
6.0965,0.080983, , , , ,
6.097,0.057955, , , , ,
6.0975,0.021439, , , , ,
6.098,-0.022314, , , , ,
6.0985,-0.055211, , , , ,
6.099,-0.069357, , , , ,
6.0995,-0.072647, , , , ,
6.1,-0.064751, , , , ,
6.1005,-0.051593, , , , ,
6.101,-0.045013, , , , ,
6.1015,-0.047316, , , , ,
6.102,-0.058172, , , , ,
6.1025,-0.059159, , , , ,
6.103,-0.045013, , , , ,
6.1035,-0.028564, , , , ,
6.104,-0.024288, , , , ,
6.1045,-0.029222, , , , ,
6.105,-0.034157, , , , ,
6.1055,-0.035802, , , , ,
6.106,-0.036131, , , , ,
6.1065,-0.03646, , , , ,
6.107,-0.026262, , , , ,
6.1075,0.0030175, , , , ,
6.108,0.028019, , , , ,
6.1085,0.035256, , , , ,
6.109,0.039862, , , , ,
6.1095,0.049402, , , , ,
6.11,0.047428, , , , ,
6.1105,0.036572, , , , ,
6.111,0.025716, , , , ,
6.1115,0.019136, , , , ,
6.112,0.012886, , , , ,
6.1125,0.0043335, , , , ,
6.113,5.6451e-05, , , , ,
6.1135,0.013215, , , , ,
6.114,0.041507, , , , ,
6.1145,0.060916, , , , ,
6.115,0.054665, , , , ,
6.1155,0.026374, , , , ,
6.116,-0.00093055, , , , ,
6.1165,0.0013725, , , , ,
6.117,0.014202, , , , ,
6.1175,0.014202, , , , ,
6.118,-0.0035625, , , , ,
6.1185,-0.026262, , , , ,
6.119,-0.040407, , , , ,
6.1195,-0.040079, , , , ,
6.12,-0.036131, , , , ,
6.1205,-0.03317, , , , ,
6.121,-0.018366, , , , ,
6.1215,0.0033465, , , , ,
6.122,0.0069655, , , , ,
6.1225,-0.014748, , , , ,
6.123,-0.03317, , , , ,
6.1235,-0.035473, , , , ,
6.124,-0.027578, , , , ,
6.1245,-0.0058645, , , , ,
6.125,0.012228, , , , ,
6.1255,0.0066365, , , , ,
6.126,-0.012445, , , , ,
6.1265,-0.024288, , , , ,
6.127,-0.034815, , , , ,
6.1275,-0.038434, , , , ,
6.128,-0.02988, , , , ,
6.1285,-0.0091545, , , , ,
6.129,0.011241, , , , ,
6.1295,0.013215, , , , ,
6.13,0.0017015, , , , ,
6.1305,0.0049915, , , , ,
6.131,0.035914, , , , ,
6.1315,0.088221, , , , ,
6.132,0.15467, , , , ,
6.1325,0.20435, , , , ,
6.133,0.20632, , , , ,
6.1335,0.17441, , , , ,
6.134,0.14579, , , , ,
6.1345,0.12671, , , , ,
6.135,0.085589, , , , ,
6.1355,-0.0012595, , , , ,
6.136,-0.11278, , , , ,
6.1365,-0.17265, , , , ,
6.137,-0.16443, , , , ,
6.1375,-0.14897, , , , ,
6.138,-0.15028, , , , ,
6.1385,-0.14009, , , , ,
6.139,-0.091069, , , , ,
6.1395,-0.0042205, , , , ,
6.14,0.066508, , , , ,
6.1405,0.076378, , , , ,
6.141,0.067824, , , , ,
6.1415,0.055981, , , , ,
6.142,0.023742, , , , ,
6.1425,-0.024288, , , , ,
6.143,-0.069357, , , , ,
6.1435,-0.093372, , , , ,
6.144,-0.10324, , , , ,
6.1445,-0.11804, , , , ,
6.145,-0.13844, , , , ,
6.1455,-0.14963, , , , ,
6.146,-0.13811, , , , ,
6.1465,-0.11212, , , , ,
6.147,-0.091398, , , , ,
6.1475,-0.080871, , , , ,
6.148,-0.067383, , , , ,
6.1485,-0.050935, , , , ,
6.149,-0.040407, , , , ,
6.1495,-0.046, , , , ,
6.15,-0.048303, , , , ,
6.1505,-0.037447, , , , ,
6.151,-0.010142, , , , ,
6.1515,0.028019, , , , ,
6.152,0.042165, , , , ,
6.1525,0.032295, , , , ,
6.153,0.031308, , , , ,
6.1535,0.035914, , , , ,
6.154,0.03723, , , , ,
6.1545,0.032953, , , , ,
6.155,0.021439, , , , ,
6.1555,-0.00093055, , , , ,
6.156,-0.0094835, , , , ,
6.1565,0.03723, , , , ,
6.157,0.14053, , , , ,
6.1575,0.2356, , , , ,
6.158,0.28791, , , , ,
6.1585,0.33857, , , , ,
6.159,0.3787, , , , ,
6.1595,0.38101, , , , ,
6.16,0.3718, , , , ,
6.1605,0.36883, , , , ,
6.161,0.30896, , , , ,
6.1615,0.17639, , , , ,
6.162,0.020781, , , , ,
6.1625,-0.10949, , , , ,
6.163,-0.23121, , , , ,
6.1635,-0.3503, , , , ,
6.164,-0.41379, , , , ,
6.1645,-0.40918, , , , ,
6.165,-0.37497, , , , ,
6.1655,-0.348, , , , ,
6.166,-0.31872, , , , ,
6.1665,-0.28056, , , , ,
6.167,-0.23944, , , , ,
6.1675,-0.19897, , , , ,
6.168,-0.16607, , , , ,
6.1685,-0.13778, , , , ,
6.169,-0.10258, , , , ,
6.1695,-0.067712, , , , ,
6.17,-0.039421, , , , ,
6.1705,-0.012774, , , , ,
6.171,0.0095965, , , , ,
6.1715,0.018808, , , , ,
6.172,0.018479, , , , ,
6.1725,0.018479, , , , ,
6.173,0.022756, , , , ,
6.1735,0.027361, , , , ,
6.174,0.029993, , , , ,
6.1745,0.031637, , , , ,
6.175,0.035914, , , , ,
6.1755,0.04677, , , , ,
6.176,0.057626, , , , ,
6.1765,0.062232, , , , ,
6.177,0.061903, , , , ,
6.1775,0.062561, , , , ,
6.178,0.086576, , , , ,
6.1785,0.15303, , , , ,
6.179,0.21784, , , , ,
6.1795,0.24942, , , , ,
6.18,0.25962, , , , ,
6.1805,0.28199, , , , ,
6.181,0.33594, , , , ,
6.1815,0.44845, , , , ,
6.182,0.54714, , , , ,
6.1825,0.52707, , , , ,
6.183,0.41621, , , , ,
6.1835,0.30699, , , , ,
6.184,0.21488, , , , ,
6.1845,0.10993, , , , ,
6.185,-0.012116, , , , ,
6.1855,-0.13976, , , , ,
6.186,-0.26444, , , , ,
6.1865,-0.39175, , , , ,
6.187,-0.50656, , , , ,
6.1875,-0.56084, , , , ,
6.188,-0.53683, , , , ,
6.1885,-0.4707, , , , ,
6.189,-0.4128, , , , ,
6.1895,-0.373, , , , ,
6.19,-0.32003, , , , ,
6.1905,-0.25424, , , , ,
6.191,-0.19963, , , , ,
6.1915,-0.15917, , , , ,
6.192,-0.12002, , , , ,
6.1925,-0.086135, , , , ,
6.193,-0.059488, , , , ,
6.1935,-0.037447, , , , ,
6.194,-0.013761, , , , ,
6.1945,0.010583, , , , ,
6.195,0.032624, , , , ,
6.1955,0.05006, , , , ,
6.196,0.063548, , , , ,
6.1965,0.076378, , , , ,
6.197,0.086247, , , , ,
6.1975,0.085918, , , , ,
6.198,0.08197, , , , ,
6.1985,0.077036, , , , ,
6.199,0.076707, , , , ,
6.1995,0.079009, , , , ,
6.2,0.079009, , , , ,
6.2005,0.079667, , , , ,
6.201,0.08855, , , , ,
6.2015,0.099735, , , , ,
6.202,0.090852, , , , ,
6.2025,0.07243, , , , ,
6.203,0.07243, , , , ,
6.2035,0.086247, , , , ,
6.204,0.088879, , , , ,
6.2045,0.082628, , , , ,
6.205,0.079667, , , , ,
6.2055,0.084931, , , , ,
6.206,0.07868, , , , ,
6.2065,0.063219, , , , ,
6.207,0.055323, , , , ,
6.2075,0.058613, , , , ,
6.208,0.051047, , , , ,
6.2085,0.021439, , , , ,
6.209,-0.0094835, , , , ,
6.2095,-0.027578, , , , ,
6.21,-0.032841, , , , ,
6.2105,-0.032841, , , , ,
6.211,-0.032841, , , , ,
6.2115,-0.031196, , , , ,
6.212,-0.027249, , , , ,
6.2125,-0.019682, , , , ,
6.213,-0.012774, , , , ,
6.2135,-0.0025755, , , , ,
6.214,0.0095965, , , , ,
6.2145,0.02111, , , , ,
6.215,0.026374, , , , ,
6.2155,0.022426, , , , ,
6.216,0.019794, , , , ,
6.2165,0.023742, , , , ,
6.217,0.028019, , , , ,
6.2175,0.022097, , , , ,
6.218,0.014202, , , , ,
6.2185,0.011899, , , , ,
6.219,0.011241, , , , ,
6.2195,0.012557, , , , ,
6.22,0.01486, , , , ,
6.2205,0.019136, , , , ,
6.221,0.020781, , , , ,
6.2215,0.017492, , , , ,
6.222,0.01815, , , , ,
6.2225,0.018808, , , , ,
6.223,0.012557, , , , ,
6.2235,0.0036755, , , , ,
6.224,-0.0052065, , , , ,
6.2245,-0.019353, , , , ,
6.225,-0.025933, , , , ,
6.2255,-0.022314, , , , ,
6.226,-0.019024, , , , ,
6.2265,-0.0098125, , , , ,
6.227,0.0066365, , , , ,
6.2275,0.023742, , , , ,
6.228,0.034598, , , , ,
6.2285,0.065522, , , , ,
6.229,0.12079, , , , ,
6.2295,0.18527, , , , ,
6.23,0.23988, , , , ,
6.2305,0.25369, , , , ,
6.231,0.25073, , , , ,
6.2315,0.25863, , , , ,
6.232,0.25468, , , , ,
6.2325,0.23067, , , , ,
6.233,0.17737, , , , ,
6.2335,0.084273, , , , ,
6.234,-0.028893, , , , ,
6.2345,-0.13844, , , , ,
6.235,-0.22332, , , , ,
6.2355,-0.28615, , , , ,
6.236,-0.34339, , , , ,
6.2365,-0.37168, , , , ,
6.237,-0.36115, , , , ,
6.2375,-0.3253, , , , ,
6.238,-0.28385, , , , ,
6.2385,-0.24601, , , , ,
6.239,-0.21707, , , , ,
6.2395,-0.18614, , , , ,
6.24,-0.15061, , , , ,
6.2405,-0.11212, , , , ,
6.241,-0.042052, , , , ,
6.2415,0.028348, , , , ,
6.242,0.050389, , , , ,
6.2425,0.039533, , , , ,
6.243,0.031966, , , , ,
6.2435,0.054665, , , , ,
6.244,0.10631, , , , ,
6.2445,0.14053, , , , ,
6.245,0.1254, , , , ,
6.2455,0.10895, , , , ,
6.246,0.12243, , , , ,
6.2465,0.14086, , , , ,
6.247,0.11882, , , , ,
6.2475,0.067824, , , , ,
6.248,0.041178, , , , ,
6.2485,0.039862, , , , ,
6.249,0.012886, , , , ,
6.2495,-0.032841, , , , ,
6.25,-0.072976, , , , ,
6.2505,-0.095346, , , , ,
6.251,-0.083174, , , , ,
6.2515,-0.057185, , , , ,
6.252,-0.05225, , , , ,
6.2525,-0.078239, , , , ,
6.253,-0.12462, , , , ,
6.2535,-0.15292, , , , ,
6.254,-0.15193, , , , ,
6.2545,-0.14535, , , , ,
6.255,-0.14634, , , , ,
6.2555,-0.13548, , , , ,
6.256,-0.11114, , , , ,
6.2565,-0.088108, , , , ,
6.257,-0.066396, , , , ,
6.2575,-0.047316, , , , ,
6.258,-0.030538, , , , ,
6.2585,-0.018695, , , , ,
6.259,-0.0091545, , , , ,
6.2595,0.00038545, , , , ,
6.26,0.01486, , , , ,
6.2605,0.02769, , , , ,
6.261,0.034269, , , , ,
6.2615,0.041507, , , , ,
6.262,0.049731, , , , ,
6.2625,0.05631, , , , ,
6.263,0.054994, , , , ,
6.2635,0.045125, , , , ,
6.264,0.036901, , , , ,
6.2645,0.044467, , , , ,
6.265,0.062232, , , , ,
6.2655,0.069798, , , , ,
6.266,0.069798, , , , ,
6.2665,0.074404, , , , ,
6.267,0.083944, , , , ,
6.2675,0.090194, , , , ,
6.268,0.083286, , , , ,
6.2685,0.069469, , , , ,
6.269,0.061245, , , , ,
6.2695,0.061574, , , , ,
6.27,0.059929, , , , ,
6.2705,0.054008, , , , ,
6.271,0.048415, , , , ,
6.2715,0.041507, , , , ,
6.272,0.035256, , , , ,
6.2725,0.034927, , , , ,
6.273,0.041836, , , , ,
6.2735,0.048744, , , , ,
6.274,0.041178, , , , ,
6.2745,0.025387, , , , ,
6.275,0.017492, , , , ,
6.2755,0.014202, , , , ,
6.276,0.010583, , , , ,
6.2765,0.010912, , , , ,
6.277,0.0046625, , , , ,
6.2775,-0.0042205, , , , ,
6.278,-0.013432, , , , ,
6.2785,-0.020998, , , , ,
6.279,-0.020011, , , , ,
6.2795,-0.015406, , , , ,
6.28,-0.011787, , , , ,
6.2805,-0.0098125, , , , ,
6.281,-0.01409, , , , ,
6.2815,-0.016721, , , , ,
